dataset,type,name,ratio,l1,l2,l3
bcc_NbV,alloy,Nb8V120,1.000638633986078,12.050222086944299,12.051551820085855,12.057917768308808
bcc_NbV,alloy,Nb92V36,1.0008748833753898,12.925634179785977,12.918799847729243,12.914335642228389
bcc_NbV,alloy,Nb96V32,1.0007813098086271,12.9495916410002,12.956074369108418,12.95970928396703
bcc_NbZr,pure,Nb128,1.0000000093492087,13.228075389885888,13.22807526621385,13.228075294052912
bcc_NbZr,pure,Zr128,1.0000000338397124,13.283759688177996,13.283759238659405,13.283759446795614
bcc_NbZr,alloy,Zr100Nb28,1.0129893003740789,14.001984078242842,14.174331644754906,14.183860055268209
bcc_NbZr,alloy,Zr104Nb24,1.01694872490526,14.02472901788786,14.26243029188286,14.173485041957447
bcc_NbZr,alloy,Zr108Nb20,1.0034223717430488,14.180286558477794,14.180302326101643,14.228816770503864
bcc_NbZr,alloy,Zr112Nb16,1.0274697484652904,14.24708684091042,14.420926813801469,14.03537849687711
bcc_NbZr,alloy,Zr116Nb12,1.0428826059009333,13.895449129405119,14.475233030593541,14.491322198237865
bcc_NbZr,alloy,Zr120Nb8,1.0620632454326198,14.042826776448909,14.897701414597982,14.027132073975094
bcc_NbZr,alloy,Zr124Nb4,1.0762938241561926,14.008661398704302,15.07743574812069,14.01135648330007
bcc_NbZr,alloy,Zr12Nb116,1.0010140052109509,13.323795898816005,13.328579806958034,13.315078248230112
bcc_NbZr,alloy,Zr16Nb112,1.001211383547388,13.347688776139416,13.363857946718486,13.359880188856142
bcc_NbZr,alloy,Zr20Nb108,1.0042358753205542,13.425647782249955,13.380573116405156,13.369018287625364
bcc_NbZr,alloy,Zr24Nb104,1.0013081340812944,13.424137202716249,13.412434465749016,13.42997972838679
bcc_NbZr,alloy,Zr28Nb100,1.0036974096692526,13.442287036218591,13.489407106998614,13.439714974898427
bcc_NbZr,alloy,Zr32Nb96,1.004832060243213,13.461006368485505,13.488079496592222,13.526050762192302
bcc_NbZr,alloy,Zr36Nb92,1.0062838616846461,13.559642760970243,13.53317411046839,13.474967926316229
bcc_NbZr,alloy,Zr40Nb88,1.0082079857173563,13.615215599968337,13.504371908223769,13.551297778586845
bcc_NbZr,alloy,Zr44Nb84,1.002673980071845,13.573880118284459,13.595874268898259,13.610176403218363
bcc_NbZr,alloy,Zr48Nb80,1.002229408912497,13.637134823246472,13.60679970271867,13.626403242409662
bcc_NbZr,alloy,Zr4Nb124,1.0002573878253624,13.25568037119091,13.258870224319592,13.255458430699933
bcc_NbZr,alloy,Zr52Nb76,1.0054926008382146,13.700977100668425,13.672250243515888,13.626134184624334
bcc_NbZr,alloy,Zr56Nb72,1.009221154801098,13.776227925113336,13.65035588044963,13.662597238520508
bcc_NbZr,alloy,Zr60Nb68,1.0062196863807258,13.754178792741804,13.774993206537655,13.689846653751095
bcc_NbZr,alloy,Zr64Nb64,1.0064939755796816,13.82468314147228,13.763772981726502,13.735485235776073
bcc_NbZr,alloy,Zr68Nb60,1.0081632606005242,13.79657959961735,13.768340638220703,13.880735190887286
bcc_NbZr,alloy,Zr72Nb56,1.0097548422187,13.910661328511601,13.846055244451733,13.776275930448799
bcc_NbZr,alloy,Zr76Nb52,1.004010748222053,13.866504864100838,13.922119923830621,13.870065093880504
bcc_NbZr,alloy,Zr80Nb48,1.0140206515769663,13.936195808522664,13.827209243447397,14.02107572653158
bcc_NbZr,alloy,Zr84Nb44,1.0105415079714444,13.934859331622036,13.895872484542862,14.042355935108846
bcc_NbZr,alloy,Zr88Nb40,1.0033937672313225,13.990052937865476,14.036530960142393,13.989055362456133
bcc_NbZr,alloy,Zr8Nb120,1.0012036919511305,13.297803756945058,13.289633488294227,13.28181654127793
bcc_NbZr,alloy,Zr92Nb36,1.0086293137193671,13.98404741564869,14.104720147864828,14.021119085110758
bcc_NbZr,alloy,Zr96Nb32,1.0284587210093634,13.876456378336927,14.27136257900662,14.087221781696272
bcc_TaTi,pure,Ta128,1.6237037959052416,12.280600487711236,12.280343713449692,19.939640702549337
