x_elem2,fe_raw_meVatom,offset_stage1_meVatom,fe_stage1_meVatom,shift_stage2_meVatom,fe_final_meVatom
0.87500000,-53.47776413,-84.88008919,31.40232506,33.16579944,64.56812450
0.87500000,-55.32217026,-84.88008919,29.55791893,33.16579944,62.72371837
0.87500000,-55.59778214,-84.88008919,29.28230705,33.16579944,62.44810649
0.87500000,-58.83169174,-84.88008919,26.04839744,33.16579944,59.21419688
0.87500000,-52.62708664,-84.88008919,32.25300255,33.16579944,65.41880199
0.87500000,-59.38768387,-84.88008919,25.49240532,33.16579944,58.65820476
0.87500000,-49.57056046,-84.88008919,35.30952873,33.16579944,68.47532817
0.87500000,-54.34656143,-84.88008919,30.53352775,33.16579944,63.69932719
0.87500000,-50.12464523,-84.88008919,34.75544395,33.16579944,67.92124339
0.87500000,-55.84383011,-84.88008919,29.03625908,33.16579944,62.20205852
0.87500000,-54.00419235,-84.88008919,30.87589683,33.16579944,64.04169627
0.87500000,-55.44614792,-84.88008919,29.43394127,33.16579944,62.59974071
0.87500000,-57.87801743,-84.88008919,27.00207176,33.16579944,60.16787120
0.87500000,-55.62734604,-84.88008919,29.25274315,33.16579944,62.41854259
0.87500000,-56.16617203,-84.88008919,28.71391716,33.16579944,61.87971660
0.87500000,-55.17339706,-84.88008919,29.70669212,33.16579944,62.87249156
0.87500000,-55.70554733,-84.88008919,29.17454185,33.16579944,62.34034129
0.87500000,-56.43033981,-84.88008919,28.44974937,33.16579944,61.61554881
0.87500000,-54.58402634,-84.88008919,30.29606285,33.16579944,63.46186229
0.87500000,-55.06277084,-84.88008919,29.81731834,33.16579944,62.98311778
0.87500000,-55.35173416,-84.88008919,29.52835503,33.16579944,62.69415446
0.87500000,-57.93619156,-84.88008919,26.94389763,33.16579944,60.10969707
0.87500000,-55.53865433,-84.88008919,29.34143486,33.16579944,62.50723430
0.87500000,-55.51195145,-84.88008919,29.36813774,33.16579944,62.53393718
0.87500000,-56.34260178,-84.88008919,28.53748741,33.16579944,61.70328685
0.87500000,-54.48770523,-84.88008919,30.39238396,33.16579944,63.55818339
0.87500000,-55.56631088,-84.88008919,29.31377830,33.16579944,62.47957774
0.87500000,-53.86018753,-84.88008919,31.01990166,33.16579944,64.18570109
0.87500000,-55.30309677,-84.88008919,29.57699242,33.16579944,62.74279185
0.87500000,-54.80432510,-84.88008919,30.07576408,33.16579944,63.24156352
0.87500000,-57.80839920,-84.88008919,27.07168999,33.16579944,60.23748942
0.87500000,-55.97734451,-84.88008919,28.90274467,33.16579944,62.06854411
0.87500000,-55.18579483,-84.88008919,29.69429436,33.16579944,62.86009379
0.87500000,-53.34138870,-84.88008919,31.53870048,33.16579944,64.70449992
0.87500000,-55.07707596,-84.88008919,29.80301323,33.16579944,62.96881267
