x_elem2,fe_raw_meVatom,offset_meVatom,fe_offset_corrected_meVatom
0.84375000,-40.62652588,-82.96210226,42.33557638
0.84375000,-42.56916046,-82.96210226,40.39294180
0.84375000,-41.43524170,-82.96210226,41.52686056
0.84375000,-45.37963867,-82.96210226,37.58246359
0.84375000,-38.73157501,-82.96210226,44.23052725
0.87500000,-54.35800552,-83.20964633,28.85164080
0.87500000,-54.90541458,-83.20964633,28.30423175
0.87500000,-50.46129227,-83.20964633,32.74835406
0.87500000,-52.18267441,-83.20964633,31.02697192
0.87500000,-52.16360092,-83.20964633,31.04604541
0.87500000,-53.11632156,-83.20964633,30.09332476
0.87500000,-51.40733719,-83.20964633,31.80230914
0.87500000,-52.01196671,-83.20964633,31.19767962
0.87500000,-50.08554459,-83.20964633,33.12410174
0.87500000,-46.32616043,-83.20964633,36.88348590
0.87500000,-56.63633347,-83.20964633,26.57331286
0.87500000,-59.99612808,-83.20964633,23.21351825
0.87500000,-48.27547073,-83.20964633,34.93417559
0.87500000,-48.23350906,-83.20964633,34.97613726
0.87500000,-48.88391495,-83.20964633,34.32573138
0.87500000,-50.80652237,-83.20964633,32.40312396
0.87500000,-51.62000656,-83.20964633,31.58963977
0.87500000,-47.93691635,-83.20964633,35.27272998
0.87500000,-52.27422714,-83.20964633,30.93541919
0.87500000,-50.21524429,-83.20964633,32.99440203
0.87500000,-51.60856247,-83.20964633,31.60108386
0.87500000,-54.48293686,-83.20964633,28.72670947
0.87500000,-48.79999161,-83.20964633,34.40965472
0.87500000,-51.77164078,-83.20964633,31.43800555
0.87500000,-50.35924911,-83.20964633,32.85039721
0.87500000,-50.32587051,-83.20964633,32.88377581
0.87500000,-54.20732498,-83.20964633,29.00232135
0.87500000,-47.64223099,-83.20964633,35.56741534
0.87500000,-48.13051224,-83.20964633,35.07913409
0.87500000,-51.26905441,-83.20964633,31.94059192
0.87500000,-50.98199844,-83.20964633,32.22764788
0.87500000,-53.86114120,-83.20964633,29.34850512
0.87500000,-50.36020279,-83.20964633,32.84944354
0.87500000,-50.12655258,-83.20964633,33.08309375
0.87500000,-51.18322372,-83.20964633,32.02642260
0.87500000,-52.50692368,-83.20964633,30.70272265
0.87500000,-50.14944077,-83.20964633,33.06020556
0.87500000,-48.73037338,-83.20964633,34.47927295
0.87500000,-54.59642410,-83.20964633,28.61322223
0.87500000,-57.09886551,-83.20964633,26.11078082
0.87500000,-53.18212509,-83.20964633,30.02752124
0.87500000,-55.24110794,-83.20964633,27.96853839
0.87500000,-49.92818832,-83.20964633,33.28145800
0.87500000,-50.70161819,-83.20964633,32.50802813
0.87500000,-55.00459671,-83.20964633,28.20504962
0.87500000,-47.78051376,-83.20964633,35.42913256
0.87500000,-52.21033096,-83.20964633,30.99931536
0.87500000,-53.38621140,-83.20964633,29.82343493
0.87500000,-51.08022690,-83.20964633,32.12941943
0.87500000,-48.03514481,-83.20964633,35.17450152
0.87500000,-49.02315140,-83.20964633,34.18649493
0.87500000,-48.09236526,-83.20964633,35.11728106
0.87500000,-50.03213882,-83.20964633,33.17750750
0.87500000,-52.32667923,-83.20964633,30.88296710
0.87500000,-51.31769180,-83.20964633,31.89195452
0.87500000,-47.74808884,-83.20964633,35.46155749
0.87500000,-53.80105972,-83.20964633,29.40858661
0.87500000,-51.78880692,-83.20964633,31.42083941
0.87500000,-49.44372177,-83.20964633,33.76592456
0.87500000,-46.55981064,-83.20964633,36.64983569
0.87500000,-54.68130112,-83.20964633,28.52834521
0.87500000,-48.93541336,-83.20964633,34.27423297
0.87500000,-45.05777359,-83.20964633,38.15187274
0.87500000,-47.60599136,-83.20964633,35.60365496
0.87500000,-57.48701096,-83.20964633,25.72263537
0.87500000,-50.58908463,-83.20964633,32.62056170
0.87500000,-53.66945267,-83.20964633,29.54019366
0.87500000,-52.19411850,-83.20964633,31.01552783
0.87500000,-51.40638351,-83.20964633,31.80326281
0.87500000,-47.69277573,-83.20964633,35.51687060
0.87500000,-49.68881607,-83.20964633,33.52083026
0.87500000,-51.55324936,-83.20964633,31.65639697
0.87500000,-48.42805862,-83.20964633,34.78158770
0.87500000,-51.54085159,-83.20964633,31.66879473
0.87500000,-48.84290695,-83.20964633,34.36673938
0.90625000,-58.35580826,-83.45719039,25.10138214
0.90625000,-64.50700760,-83.45719039,18.95018279
0.90625000,-59.39054489,-83.45719039,24.06664550
0.90625000,-62.94202805,-83.45719039,20.51516235
0.90625000,-66.60032272,-83.45719039,16.85686767
0.90625000,-64.60428238,-83.45719039,18.85290801
0.90625000,-64.47553635,-83.45719039,18.98165405
0.90625000,-61.81192398,-83.45719039,21.64526641
0.90625000,-58.97855759,-83.45719039,24.47863281
0.90625000,-62.97445297,-83.45719039,20.48273742
0.90625000,-68.04132462,-83.45719039,15.41586578
